"F_PEDIDO","SERIE_PEDV","PEDIDO","CLIENTE","NOMBRE_CLIENTE","LIN_PED","ARTICULO","DESCRIPCION_ARTICULO","CANTIDAD","PRECIO_VTA","IMPORTE_LIN"
25/02/26,"26",97,5,"CSIC",5,"ML000034","KAT-15065",4,148,2,592,8
25/02/26,"26",97,5,"CSIC",8,"ML000091","KAPT-150",4,58,23,232,92
25/02/26,"26",98,5,"CSIC",2,"ML000054","KAC-5075",5,58,13,290,65
25/02/26,"26",101,5,"CSIC",2,"ML000137","KFSZB-4030",6,63,42,380,52
25/02/26,"26",101,5,"CSIC",5,"ML000269","KFSZP-40",6,50,08,300,48
26/02/26,"26",102,379,"GESTAMP BRASIL IND�RIA DE AUTOPE�S SA",1,"WP000470","GESTAMP S.ISABEL M8 V75FIX8272",12,76,77,921,24
27/02/26,"26",67,59,"KG FRIDMAN AB",1,"WP000073","FORSHEDA FR60041 PIN 9103-13083",20,70,28,1405,6
27/02/26,"26",67,59,"KG FRIDMAN AB",3,"WP000055","FORSHEDA PIN HP-UT 5 FR60050",20,71,69,1433,8
27/02/26,"26",103,5,"CSIC",2,"ML000063","KAB-8062",6,59,57,357,42
27/02/26,"26",103,5,"CSIC",3,"ML000060","KAB-4030",4,18,12,72,48
27/02/26,"26",103,5,"CSIC",6,"ML000086","KAQT-80",10,40,69,406,9
27/02/26,"26",103,5,"CSIC",8,"ML000679","TAPA 98X200mm",4,96,8,387,2
27/02/26,"26",104,158,"CERN",4,"CE000071","CERN PS-ROH-26 AIN Spacer",300,41,38,12414
27/02/26,"26",104,158,"CERN",5,"CE000072","CERN PS-ROH-40 AIN Spacer",650,53,56,34814
