document_type,source_root,source_folder,invoice_type,invoice_status_hint,client_name,document_number,order_reference,delivery_reference,document_date,file_name,relative_path,extension
delivery,albaranes,albaranes,,,HIJOS DE JUAN GARAY,76,25_605,76,13-02-26,76-HIJOS DE JUAN GARAY 25_605 (13-02-26).pdf,albaranes/76-HIJOS DE JUAN GARAY 25_605 (13-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,OPTIME SUBSEA -NO VÁLIDO,77,,77,,77-OPTIME SUBSEA  -NO VÁLIDO.pdf,albaranes/77-OPTIME SUBSEA  -NO VÁLIDO.pdf,.pdf
delivery,albaranes,albaranes,,,HORN GLASS INDUSTRIES,78,25_436,78,16-02-26,78-HORN GLASS INDUSTRIES 25_436 (16-02-26).pdf,albaranes/78-HORN GLASS INDUSTRIES 25_436 (16-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,ETSI MINAS-UNIV. POL. MADRID,79,,79,,79-ETSI MINAS-UNIV. POL. MADRID.pdf,albaranes/79-ETSI MINAS-UNIV. POL. MADRID.pdf,.pdf
delivery,albaranes,albaranes,,,TECNALIA RESEARCH,8,26_6,8,09-01-26,8-TECNALIA RESEARCH 26_6 (09-01-26).pdf,albaranes/8-TECNALIA RESEARCH 26_6 (09-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,STETTLER SAPHIRE,80,25_603,80,16-02-28,80-STETTLER SAPHIRE 25_603 (16-02-28).pdf,albaranes/80-STETTLER SAPHIRE 25_603 (16-02-28).pdf,.pdf
delivery,albaranes,albaranes,,,OPTIME SUBSEA,81,25_522,81,16-02-26,81-OPTIME SUBSEA 25_522 (16-02-26).pdf,albaranes/81-OPTIME SUBSEA 25_522 (16-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,BENTELER VIGO,82,26_21,82,16-02-26,82-BENTELER VIGO 26_21 (16-02-26) .pdf,albaranes/82-BENTELER VIGO 26_21 (16-02-26) .pdf,.pdf
delivery,albaranes,albaranes,,,BENTELER VIGO,83,26_28,83,16-02-26,83-BENTELER VIGO 26_28 (16-02-26).pdf,albaranes/83-BENTELER VIGO 26_28 (16-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,MAGANA VIGO,84,26_48,84,16-02-26,84-MAGANA VIGO 26_48 (16-02-26).pdf,albaranes/84-MAGANA VIGO 26_48 (16-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,MAGNA VIGO,85,26_54,85,16-02-26,85-MAGNA VIGO 26_54 (16-02-26).pdf,albaranes/85-MAGNA VIGO 26_54 (16-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,MY COMPANY-QUIMICA Y MEDIOMABIENTE,86,26_84,86,17-02-26,86-MY COMPANY-QUIMICA Y MEDIOMABIENTE 26_84 (17-02-26).pdf,albaranes/86-MY COMPANY-QUIMICA Y MEDIOMABIENTE 26_84 (17-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,STETTLER SAPHIRE,87,26_65,87,17-02-26,87-STETTLER SAPHIRE 26_65 (17-02-26).pdf,albaranes/87-STETTLER SAPHIRE 26_65 (17-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,CHEVAL FRÈRES,88,25_242,88,18-02-26,88-CHEVAL FRÈRES 25_242 (18-02-26).pdf,albaranes/88-CHEVAL FRÈRES 25_242 (18-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,UPPSALA UNIVERSITET,89,25_609,89,18-02-26,89-UPPSALA UNIVERSITET 25_609 (18-02-26).pdf,albaranes/89-UPPSALA UNIVERSITET 25_609 (18-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,FLUIDINOVA,9,26_8,9,26-01-26,9-FLUIDINOVA 26_8 (26-01-26).pdf,albaranes/9-FLUIDINOVA 26_8 (26-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,BOSCO TECNOINDUSTRIA,90,26_37,90,19-02-26,90-BOSCO TECNOINDUSTRIA 26_37 (19-02-26).pdf,albaranes/90-BOSCO TECNOINDUSTRIA 26_37 (19-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,BOSCO TECNOINDUSTRIA,91,26_59,91,19-02-26,91-BOSCO TECNOINDUSTRIA 26_59 (19-02-26).pdf,albaranes/91-BOSCO TECNOINDUSTRIA 26_59 (19-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,BOSCO TECNOINDUSTRIA,92,26_75,92,19-02-26,92-BOSCO TECNOINDUSTRIA 26_75 (19-02-26).pdf,albaranes/92-BOSCO TECNOINDUSTRIA 26_75 (19-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,BOSCO TECNOINDUSTRIA,93,26_81,93,19-02-26,93-BOSCO TECNOINDUSTRIA 26_81 (19-02-26).pdf,albaranes/93-BOSCO TECNOINDUSTRIA 26_81 (19-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,PROCON,94,26_92,94,23-02-26,94-PROCON 26_92 (23-02-26).pdf,albaranes/94-PROCON 26_92 (23-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,ONA ELECTROEROSIÓN,95,26_57,95,23-02-26,95-ONA ELECTROEROSIÓN 26_57 (23-02-26).pdf,albaranes/95-ONA ELECTROEROSIÓN 26_57 (23-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,PIGUET FRERES Repos.,96,25_490,96,23-02-26,96-PIGUET FRERES 25_490 Repos. (23-02-26).pdf,albaranes/96-PIGUET FRERES 25_490 Repos. (23-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,EGILE MECHANICS,97,25_597,97,23-02-26,97-EGILE MECHANICS 25_597 (23-02-26).pdf,albaranes/97-EGILE MECHANICS 25_597 (23-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,GESTAMP SOFEDIT,98,26_78,98,23-02-26,98-GESTAMP SOFEDIT 26_78 (23-02-26).pdf,albaranes/98-GESTAMP SOFEDIT 26_78 (23-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,OSRAM,99,25_350,99,24-02-26,99-OSRAM 25_350 (24-02-26).pdf,albaranes/99-OSRAM 25_350 (24-02-26).pdf,.pdf
delivery,albaranes,CINN,,,CINN Muestras,1,,1,12-01-2026,1-CINN (12-01-2026) Muestras.xlsx,albaranes/CINN/1-CINN (12-01-2026) Muestras.xlsx,.xlsx
delivery,albaranes,FRENCKEN,,,FRENCKEN muestra para glue est ),1,,1,20-01-26,1-FRENCKEN  muestra para glue est (20-01-26)).pdf,albaranes/FRENCKEN/1-FRENCKEN  muestra para glue est (20-01-26)).pdf,.pdf
delivery,albaranes,FRENCKEN,,,FRENCKEN muestra para glue est ),1,,1,20-01-26,1-FRENCKEN  muestra para glue est (20-01-26)).xlsx,albaranes/FRENCKEN/1-FRENCKEN  muestra para glue est (20-01-26)).xlsx,.xlsx
delivery,albaranes,HIPERBARIC,,,HIPERBARIC Disco ALON ),1,,1,02-02-26,1-HIPERBARIC Disco ALON (02-02-26)).xlsx,albaranes/HIPERBARIC/1-HIPERBARIC Disco ALON (02-02-26)).xlsx,.xlsx
delivery,albaranes,HIPERBARIC,,,HIPERBARIC Muestras BN puro ),2,,2,11-02-26,2-HIPERBARIC Muestras BN puro (11-02-26)).xlsx,albaranes/HIPERBARIC/2-HIPERBARIC Muestras BN puro (11-02-26)).xlsx,.xlsx
delivery,albaranes,HIPERBARIC,,,HIPERBARIC Piezas HIP VARAS,3,,3,11-03-26,3-HIPERBARIC Piezas HIP VARAS (11-03-26).xlsx,albaranes/HIPERBARIC/3-HIPERBARIC Piezas HIP VARAS (11-03-26).xlsx,.xlsx
delivery,albaranes,LOUIS BELET,,,LOUIS BELET,1,,1,16-01-26,1-LOUIS BELET  (16-01-26).pdf,albaranes/LOUIS BELET/1-LOUIS BELET  (16-01-26).pdf,.pdf
delivery,albaranes,LOUIS BELET,,,LOUIS BELET,1,,1,16-01-26,1-LOUIS BELET  (16-01-26).xlsx,albaranes/LOUIS BELET/1-LOUIS BELET  (16-01-26).xlsx,.xlsx
delivery,albaranes,LOUIS BELET,,,LOUIS BELET,2,,2,09-03-26,2-LOUIS BELET  (09-03-26).xlsx,albaranes/LOUIS BELET/2-LOUIS BELET  (09-03-26).xlsx,.xlsx
delivery,albaranes,LOUIS BELET,,,LOUIS BELET,2,,2,09-03-26,2-LOUIS BELET (09-03-26).pdf,albaranes/LOUIS BELET/2-LOUIS BELET (09-03-26).pdf,.pdf
delivery,albaranes,MIGOYA,,,MIGOYA REPRESENTACIONES Toberas AQUAJET,1,,1,20-01-26,1-MIGOYA REPRESENTACIONES (20-01-26) Toberas AQUAJET.xlsx,albaranes/MIGOYA/1-MIGOYA REPRESENTACIONES (20-01-26) Toberas AQUAJET.xlsx,.xlsx
delivery,albaranes,MIGOYA,,,MIGOYA REPRESENTACIONES Toberas AQUAJET,2,,2,06-02-26,2-MIGOYA REPRESENTACIONES (06-02-26) Toberas AQUAJET.xlsx,albaranes/MIGOYA/2-MIGOYA REPRESENTACIONES (06-02-26) Toberas AQUAJET.xlsx,.xlsx
delivery,albaranes,MUESTRAS-DEVOLUCIONES-REPOSICIONES,,,HIJOS DE JUAN GARAY Muestras crisoles,1,,1,18-02-26,1-HIJOS DE JUAN GARAY Muestras crisoles (18-02-26).xlsx,albaranes/MUESTRAS-DEVOLUCIONES-REPOSICIONES/1-HIJOS DE JUAN GARAY Muestras crisoles (18-02-26).xlsx,.xlsx
delivery,albaranes,MUESTRAS-DEVOLUCIONES-REPOSICIONES,,,CIE NORMA rectif.,2,,2,04-03-26,2-CIE NORMA rectif. (04-03-26).xlsx,albaranes/MUESTRAS-DEVOLUCIONES-REPOSICIONES/2-CIE NORMA rectif. (04-03-26).xlsx,.xlsx
delivery,albaranes,MUESTRAS-DEVOLUCIONES-REPOSICIONES,,,INMA Muestra KZY1000,3,,3,06-03-26,3-INMA Muestra KZY1000 (06-03-26).xlsx,albaranes/MUESTRAS-DEVOLUCIONES-REPOSICIONES/3-INMA Muestra KZY1000 (06-03-26).xlsx,.xlsx
delivery,albaranes,MUESTRAS-DEVOLUCIONES-REPOSICIONES,,,VARAS HARD METAL Repos.,4,26_23,4,06-03-26,4-VARAS HARD METAL 26_23 Repos. (06-03-26).pdf,albaranes/MUESTRAS-DEVOLUCIONES-REPOSICIONES/4-VARAS HARD METAL 26_23 Repos. (06-03-26).pdf,.pdf
delivery,albaranes,MUESTRAS-DEVOLUCIONES-REPOSICIONES,,,ORKLI muestra probetas ZS,5,,5,10-03-26,5-ORKLI muestra probetas ZS (10-03-26).xlsx,albaranes/MUESTRAS-DEVOLUCIONES-REPOSICIONES/5-ORKLI muestra probetas ZS (10-03-26).xlsx,.xlsx
delivery,albaranes,MUESTRAS-DEVOLUCIONES-REPOSICIONES,,,TEKNIKER Disco y polvo ALON,6,,6,10-03-26,6-TEKNIKER Disco y polvo ALON (10-03-26).xlsx,albaranes/MUESTRAS-DEVOLUCIONES-REPOSICIONES/6-TEKNIKER Disco y polvo ALON (10-03-26).xlsx,.xlsx
delivery,albaranes,MUESTRAS-DEVOLUCIONES-REPOSICIONES,,,IDOM Muestra KALMAN,7,,7,11-03-26,7-IDOM Muestra KALMAN (11-03-26).xlsx,albaranes/MUESTRAS-DEVOLUCIONES-REPOSICIONES/7-IDOM Muestra KALMAN (11-03-26).xlsx,.xlsx
delivery,albaranes,ONA NOTA DE ENTREGA,,,Nota 66552 26 000029,,,,,Nota_66552_26 _000029.pdf,albaranes/ONA NOTA DE ENTREGA/Nota_66552_26 _000029.pdf,.pdf
delivery,albaranes,ONA NOTA DE ENTREGA,,,Nota 66594 26 000033,,,,,Nota_66594_26 _000033.pdf,albaranes/ONA NOTA DE ENTREGA/Nota_66594_26 _000033.pdf,.pdf
delivery,albaranes,ONA NOTA DE ENTREGA,,,Nota 67043 26 000067,,,,,Nota_67043_26 _000067.pdf,albaranes/ONA NOTA DE ENTREGA/Nota_67043_26 _000067.pdf,.pdf
delivery,albaranes,ONA NOTA DE ENTREGA,,,Nota 67095 26 000074,,,,,Nota_67095_26 _000074.pdf,albaranes/ONA NOTA DE ENTREGA/Nota_67095_26 _000074.pdf,.pdf
delivery,albaranes,ONA NOTA DE ENTREGA,,,Nota 67272 26,,,,,Nota_67272_26.pdf,albaranes/ONA NOTA DE ENTREGA/Nota_67272_26.pdf,.pdf
delivery,albaranes,ONA NOTA DE ENTREGA,,,Nota 67325 26,,,,,Nota_67325_26.pdf,albaranes/ONA NOTA DE ENTREGA/Nota_67325_26.pdf,.pdf
delivery,albaranes,ONA NOTA DE ENTREGA,,,Nota 67387 26 0000116,,,,,Nota_67387_26 _0000116.pdf,albaranes/ONA NOTA DE ENTREGA/Nota_67387_26 _0000116.pdf,.pdf
delivery,albaranes,ONA NOTA DE ENTREGA,,,Nota 67390 26 0000116,,,,,Nota_67390_26 _0000116.pdf,albaranes/ONA NOTA DE ENTREGA/Nota_67390_26 _0000116.pdf,.pdf
delivery,albaranes,ONA NOTA DE ENTREGA,,,Nota 67433 26 0000126,,,,,Nota_67433_26 _0000126.pdf,albaranes/ONA NOTA DE ENTREGA/Nota_67433_26 _0000126.pdf,.pdf
delivery,albaranes,ONA NOTA DE ENTREGA,,,Nota 67534 26 000136,,,,,Nota_67534_26 _000136.pdf,albaranes/ONA NOTA DE ENTREGA/Nota_67534_26 _000136.pdf,.pdf
delivery,albaranes,TOVAB,,,TOVAB Sweden KALN discs,1,,1,02-03-26,1-TOVAB Sweden  KALN discs (02-03-26).xlsx,albaranes/TOVAB/1-TOVAB Sweden  KALN discs (02-03-26).xlsx,.xlsx
delivery,albaranes,VARAS,,,"VARAS-Rectificado poleas, guias La farga, bulones",1,,1,,"1-VARAS-Rectificado poleas, guias La farga, bulones.xlsx","albaranes/VARAS/1-VARAS-Rectificado poleas, guias La farga, bulones.xlsx",.xlsx
delivery,albaranes,VARAS,,,VARAS-Rectificado poleas,2,,2,,2-VARAS-Rectificado poleas .xlsx,albaranes/VARAS/2-VARAS-Rectificado poleas .xlsx,.xlsx
delivery,albaranes,VARAS,,,VARAS-Rectificado poleas,3,,3,,3-VARAS-Rectificado poleas .xlsx,albaranes/VARAS/3-VARAS-Rectificado poleas .xlsx,.xlsx
delivery,albaranes,VARAS,,,VARAS rectificado roldanas Si3N4-Bulones TH-824; TH-825,6,,6,,6-VARAS rectificado roldanas Si3N4-Bulones TH-824; TH-825.xlsx,albaranes/VARAS/6-VARAS rectificado roldanas Si3N4-Bulones TH-824; TH-825.xlsx,.xlsx
delivery,albaranes,VARAS,,,VARAS rectificado bulon manual TH-823,7,,7,,7-VARAS rectificado bulon manual TH-823.xlsx,albaranes/VARAS/7-VARAS rectificado bulon manual TH-823.xlsx,.xlsx
delivery,albaranes,VARAS,,,VARAS LENS INSULATOR SCIENTA,8,,8,,8-VARAS LENS INSULATOR SCIENTA.xlsx,albaranes/VARAS/8-VARAS LENS INSULATOR SCIENTA.xlsx,.xlsx
invoice,facturas,ADIENT 2026,,,26-000004,,,,,26-000004.pdf,facturas/ADIENT 2026/26-000004.pdf,.pdf
invoice,facturas,ADIENT 2026,,,26-000014,,,,,26-000014.pdf,facturas/ADIENT 2026/26-000014.pdf,.pdf
invoice,facturas,ADIENT 2026,,,26-000128,,,,,26-000128.pdf,facturas/ADIENT 2026/26-000128.pdf,.pdf
invoice,facturas,BENTELER AUTOMOTIVE VIGO,,,1058ADF000000162,,,,,1058ADF000000162.pdf,facturas/BENTELER/BENTELER AUTOMOTIVE VIGO/1058ADF000000162.pdf,.pdf
invoice,facturas,BENTELER AUTOMOTIVE VIGO,,,1058ADF000000163,,,,,1058ADF000000163.pdf,facturas/BENTELER/BENTELER AUTOMOTIVE VIGO/1058ADF000000163.pdf,.pdf
invoice,facturas,CI 2026,commercial_invoice,accepted,CI 2 PIGUET FRERES,CI 2,,,23-02-26,CI  2 PIGUET FRERES (23-02-26).pdf,facturas/CI 2026/CI  2 PIGUET FRERES (23-02-26).pdf,.pdf
invoice,facturas,CI 2026,commercial_invoice,accepted,LOUIS BELET,CI 1,,,16-01-26,CI 1 LOUIS BELET (16-01-26).xlsx,facturas/CI 2026/CI 1 LOUIS BELET (16-01-26).xlsx,.xlsx
invoice,facturas,CI 2026,commercial_invoice,accepted,LOUIS BELET,CI 3,,,09-03-26,CI 3 LOUIS BELET (09-03-26).pdf,facturas/CI 2026/CI 3 LOUIS BELET (09-03-26).pdf,.pdf
invoice,facturas,CI 2026,commercial_invoice,accepted,LOUIS BELET,CI 3,,,09-03-26,CI 3 LOUIS BELET (09-03-26).xlsx,facturas/CI 2026/CI 3 LOUIS BELET (09-03-26).xlsx,.xlsx
invoice,facturas,CI 2026,commercial_invoice,accepted,CI LOUIS BELET,,,,16-01-26,CI LOUIS BELET (16-01-26).pdf,facturas/CI 2026/CI LOUIS BELET (16-01-26).pdf,.pdf
invoice,facturas,EX 2026,export,accepted,PIGUET FRERES,EX 1,,,13-01-26,EX 1 PIGUET FRERES (13-01-26).pdf,facturas/EX 2026/EX 1 PIGUET FRERES (13-01-26).pdf,.pdf
invoice,facturas,EX 2026,export,accepted,STETTLER SAPHIRE,EX 10,,,13-02-26,EX 10 STETTLER SAPHIRE (13-02-26).pdf,facturas/EX 2026/EX 10 STETTLER SAPHIRE (13-02-26).pdf,.pdf
invoice,facturas,EX 2026,export,accepted,STETTLER SAPHIRE AG,EX 11,,,16-02-26,EX 11 STETTLER SAPHIRE AG (16-02-26).pdf,facturas/EX 2026/EX 11 STETTLER SAPHIRE AG (16-02-26).pdf,.pdf
invoice,facturas,EX 2026,export,accepted,OPTIME SUBSEA AS,EX 12,,,16-02-26,EX 12 OPTIME SUBSEA AS (16-02-26).pdf,facturas/EX 2026/EX 12 OPTIME SUBSEA AS (16-02-26).pdf,.pdf
invoice,facturas,EX 2026,export,accepted,STETTLER SAPHIRE,EX 13,,,17-02-26,EX 13 STETTLER SAPHIRE (17-02-26).pdf,facturas/EX 2026/EX 13 STETTLER SAPHIRE (17-02-26).pdf,.pdf
invoice,facturas,EX 2026,export,accepted,CERN,EX 14,,,28-02-26,EX 14 CERN (28-02-26).pdf,facturas/EX 2026/EX 14 CERN (28-02-26).pdf,.pdf
invoice,facturas,EX 2026,export,accepted,CERN,EX 15,,,28-02-26,EX 15 CERN (28-02-26).pdf,facturas/EX 2026/EX 15 CERN (28-02-26).pdf,.pdf
invoice,facturas,EX 2026,export,accepted,CERN,EX 16,,,28-02-26,EX 16 CERN (28-02-26).pdf,facturas/EX 2026/EX 16 CERN (28-02-26).pdf,.pdf
invoice,facturas,EX 2026,export,accepted,PIGUET FRERES,EX 17,,,06-03-26,EX 17 PIGUET FRERES (06-03-26).pdf,facturas/EX 2026/EX 17 PIGUET FRERES (06-03-26).pdf,.pdf
invoice,facturas,EX 2026,export,accepted,GESCHMIDT,EX 18,,,10-03-26,EX 18 GESCHMIDT (10-03-26).pdf,facturas/EX 2026/EX 18 GESCHMIDT (10-03-26).pdf,.pdf
invoice,facturas,EX 2026,export,accepted,CERN,EX 19,,,11-03-26,EX 19 CERN (11-03-26).pdf,facturas/EX 2026/EX 19 CERN (11-03-26).pdf,.pdf
invoice,facturas,EX 2026,export,accepted,PIGUET FRERES,EX 2,,,19-01-26,EX 2 PIGUET FRERES (19-01-26).pdf,facturas/EX 2026/EX 2 PIGUET FRERES (19-01-26).pdf,.pdf
invoice,facturas,EX 2026,export,accepted,PIGUET FRÈRES,EX 3,,,30-01-26,EX 3 PIGUET FRÈRES (30-01-26).pdf,facturas/EX 2026/EX 3 PIGUET FRÈRES (30-01-26).pdf,.pdf
invoice,facturas,EX 2026,export,accepted,CERN,EX 4,,,31-01-26,EX 4 CERN (31-01-26).pdf,facturas/EX 2026/EX 4 CERN (31-01-26).pdf,.pdf
invoice,facturas,EX 2026,export,accepted,CERN,EX 5,,,31-01-26,EX 5 CERN (31-01-26).pdf,facturas/EX 2026/EX 5 CERN (31-01-26).pdf,.pdf
invoice,facturas,EX 2026,export,accepted,GESCHMIDT,EX 6,,,03-02-36,EX 6 GESCHMIDT (03-02-36).pdf,facturas/EX 2026/EX 6 GESCHMIDT (03-02-36).pdf,.pdf
invoice,facturas,EX 2026,export,accepted,OPTIME SUBSEA AS,EX 7,,,04-02-26,EX 7 OPTIME SUBSEA AS (04-02-26).pdf,facturas/EX 2026/EX 7 OPTIME SUBSEA AS (04-02-26).pdf,.pdf
invoice,facturas,EX 2026,export,accepted,APPLIED PHISICS TECHNOLOGIES,EX 8,,,10-02-26,EX 8 APPLIED PHISICS TECHNOLOGIES (10-02-26).pdf,facturas/EX 2026/EX 8 APPLIED PHISICS TECHNOLOGIES (10-02-26).pdf,.pdf
invoice,facturas,EX 2026,export,accepted,GE SCHMIDT,EX 9,,,13-02-26,EX 9 GE SCHMIDT (13-02-26).pdf,facturas/EX 2026/EX 9 GE SCHMIDT (13-02-26).pdf,.pdf
invoice,facturas,FACE,electronic,pending_acceptance,EMIT-185,,,,,EMIT-185.pdf,facturas/FACE/EMIT-185.pdf,.pdf
invoice,facturas,FACE,electronic,pending_acceptance,EMIT-186,,,,,EMIT-186.pdf,facturas/FACE/EMIT-186.pdf,.pdf
invoice,facturas,FACE,electronic,pending_acceptance,EMIT-187,,,,,EMIT-187.pdf,facturas/FACE/EMIT-187.pdf,.pdf
invoice,facturas,FACE,electronic,pending_acceptance,EMIT-188,,,,,EMIT-188.pdf,facturas/FACE/EMIT-188.pdf,.pdf
invoice,facturas,FACE,electronic,pending_acceptance,EMIT-189,,,,,EMIT-189.pdf,facturas/FACE/EMIT-189.pdf,.pdf
invoice,facturas,EMIT-190,electronic,pending_acceptance,EMIT-190,,,,,EMIT-190.pdf,facturas/FACE/EMIT-190/EMIT-190.pdf,.pdf
invoice,facturas,EMIT-190,electronic,pending_acceptance,Emit-190,,,,,Emit-190.xsig,facturas/FACE/EMIT-190/Emit-190.xsig,.xsig
invoice,facturas,EMIT-190,electronic,pending_acceptance,Fwd RV FACTURA FACE al INMA de Aragón,,,,,Fwd_ RV_ FACTURA FACE al INMA de Aragón.msg,facturas/FACE/EMIT-190/Fwd_ RV_ FACTURA FACE al INMA de Aragón.msg,.msg
invoice,facturas,EMIT-190,electronic,pending_acceptance,Incidencia# I123321 ha sido registrada,,,,,Incidencia# I123321 ha sido registrada.msg,facturas/FACE/EMIT-190/Incidencia# I123321 ha sido registrada.msg,.msg
invoice,facturas,EMIT-190,electronic,pending_acceptance,Informe,,,,,Informe.csv,facturas/FACE/EMIT-190/Informe.csv,.csv
invoice,facturas,EMIT-190,electronic,pending_acceptance,Re Fwd RV FACTURA FACE al INMA de Aragón,,,,,Re_ Fwd_ RV_ FACTURA FACE al INMA de Aragón.msg,facturas/FACE/EMIT-190/Re_ Fwd_ RV_ FACTURA FACE al INMA de Aragón.msg,.msg
invoice,facturas,EMIT-190,electronic,pending_acceptance,Re RV FACTURA FACE al INMA de Aragón,,,,,Re_ RV_ FACTURA FACE al INMA de Aragón.msg,facturas/FACE/EMIT-190/Re_ RV_ FACTURA FACE al INMA de Aragón.msg,.msg
invoice,facturas,FACE,electronic,pending_acceptance,EMIT-190,,,,,EMIT-190.pdf,facturas/FACE/EMIT-190.pdf,.pdf
invoice,facturas,FACE,electronic,pending_acceptance,EMIT-191,,,,,EMIT-191.pdf,facturas/FACE/EMIT-191.pdf,.pdf
invoice,facturas,FACE,electronic,pending_acceptance,EMIT-192,,,,,EMIT-192.pdf,facturas/FACE/EMIT-192.pdf,.pdf
invoice,facturas,FACE,electronic,pending_acceptance,EMIT-193,,,,,EMIT-193.pdf,facturas/FACE/EMIT-193.pdf,.pdf
invoice,facturas,FACE,electronic,pending_acceptance,EMIT-194,,,,,EMIT-194.pdf,facturas/FACE/EMIT-194.pdf,.pdf
invoice,facturas,FACE,electronic,pending_acceptance,EMIT-195,,,,,EMIT-195.pdf,facturas/FACE/EMIT-195.pdf,.pdf
invoice,facturas,FACE,electronic,pending_acceptance,RECT-EMIT-187,,,,,RECT-EMIT-187.pdf,facturas/FACE/RECT-EMIT-187.pdf,.pdf
invoice,facturas,FACE,electronic,pending_acceptance,REGAGE26e00014388512,,,,,REGAGE26e00014388512.pdf,facturas/FACE/REGAGE26e00014388512.pdf,.pdf
invoice,facturas,FACE,electronic,pending_acceptance,REGAGE26e00014405321,,,,,REGAGE26e00014405321.pdf,facturas/FACE/REGAGE26e00014405321.pdf,.pdf
invoice,facturas,FACE,electronic,pending_acceptance,REGAGE26e00017811081,,,,,REGAGE26e00017811081.pdf,facturas/FACE/REGAGE26e00017811081.pdf,.pdf
invoice,facturas,FACE,electronic,pending_acceptance,REGAGE26e00018932542,,,,,REGAGE26e00018932542.pdf,facturas/FACE/REGAGE26e00018932542.pdf,.pdf
invoice,facturas,FACE,electronic,pending_acceptance,REGAGE26e00022862433,,,,,REGAGE26e00022862433.pdf,facturas/FACE/REGAGE26e00022862433.pdf,.pdf
invoice,facturas,FACE,electronic,pending_acceptance,REGAGE26e00024621817,,,,,REGAGE26e00024621817.pdf,facturas/FACE/REGAGE26e00024621817.pdf,.pdf
invoice,facturas,FACE,electronic,pending_acceptance,REGAGE26e00026925422,,,,,REGAGE26e00026925422.pdf,facturas/FACE/REGAGE26e00026925422.pdf,.pdf
invoice,facturas,FACE,electronic,pending_acceptance,RV Cambio de códigos DIR3 para facturación electrónica,,,,,RV_ Cambio de códigos DIR3 para facturación electrónica.msg,facturas/FACE/RV_ Cambio de códigos DIR3 para facturación electrónica.msg,.msg
invoice,facturas,FR 2026,rectificative,rectified_review,GESTAMP SOFEDIT SERMAISES,FR 1,,,03-02-26,FR 1 GESTAMP SOFEDIT SERMAISES (03-02-26).pdf,facturas/FR 2026/FR 1 GESTAMP SOFEDIT SERMAISES (03-02-26).pdf,.pdf
invoice,facturas,FR 2026,rectificative,rectified_review,UNIV. POLITÉCNICA DE CATALUNYA,FR 2,,,23-02-26,FR 2 UNIV. POLITÉCNICA DE CATALUNYA (23-02-26).pdf,facturas/FR 2026/FR 2 UNIV. POLITÉCNICA DE CATALUNYA (23-02-26).pdf,.pdf
invoice,facturas,GESTAMP NAVARRA,,,J6136099001,,,,,J6136099001.pdf,facturas/GESTAMP/GESTAMP NAVARRA/J6136099001.pdf,.pdf
invoice,facturas,GESTAMP NAVARRA,,,J6136099002,,,,,J6136099002.pdf,facturas/GESTAMP/GESTAMP NAVARRA/J6136099002.pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,KG FRIDMAN,IC 1,,,08-01-26,IC 1 KG FRIDMAN (08-01-26).pdf,facturas/IC 2026/IC 1 KG FRIDMAN (08-01-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,MOTTAZ INDUSTRIE,IC 10,,,23-01-26,IC 10 MOTTAZ INDUSTRIE (23-01-26).pdf,facturas/IC 2026/IC 10 MOTTAZ INDUSTRIE (23-01-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,HERAEUS QUARZGLAS GmbH,IC 11,,,27-01-26,IC 11 HERAEUS QUARZGLAS GmbH (27-01-26).pdf,facturas/IC 2026/IC 11 HERAEUS QUARZGLAS GmbH (27-01-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,GESTAMP SOFEDIT SERMAISES,IC 12,,,27-01-26,IC 12 GESTAMP SOFEDIT SERMAISES (27-01-26).pdf,facturas/IC 2026/IC 12 GESTAMP SOFEDIT SERMAISES (27-01-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,UNIVERSIDADE DE AVEIRO,IC 13,,,27-01-26,IC 13 UNIVERSIDADE DE AVEIRO (27-01-26).pdf,facturas/IC 2026/IC 13 UNIVERSIDADE DE AVEIRO (27-01-26).pdf,.pdf
